sequence_id,target,file
2,medico,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/medico (8) copy.mp4
2,medico,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/medico (8) copy.mp4
2,medico,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/medico (8) copy.mp4
2,medico,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/medico (8) copy.mp4
2,medico,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/medico (8) copy.mp4
2,medico,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/medico (8) copy.mp4
2,medico,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/medico (8) copy.mp4
2,medico,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/medico (8) copy.mp4
2,medico,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/medico (8) copy.mp4
2,medico,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/medico (8) copy.mp4
2,medico,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/medico (8) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
3,querer,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/querer (6) copy.mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
4,hola,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/hola (5).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
5,adios,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/adios (6).mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
6,si,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/si (6) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
7,entender,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/entender (7) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
8,necesitar,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/necesitar (3) copy.mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
9,no,/Users/andreaamaya/Trabajo/megaproyecto_model/data/videos_lensegua/no (6).mp4
